run_id,model_path,cameras,images,registered_images,points,observations,mean_track_length,mean_observations_per_image,mean_reprojection_error_px
object_a_medium,runs/scene/object_a_colmap_medium/colmap/sparse/0,1,87,87,9837,41228,4.191115,473.885057,1.126519
